city,coverage,providernum,state,speed12,speed11,speed10,speed9,speed8,speed7,speed6,speed5,speed4,speed3,speed2,speed1
dahlonega,75.2,11,georgia,25.3,25.69,27.07,29.12,42.22,10.81,24.03,20.86,27.59,45.68,25.5,34.87
dallas,99.3,17,georgia,84.17,84.47,100.51,96.86,81.48,81.62,94.48,99.85,115.73,123.88,121.41,138.13
dalton,100,10,georgia,53.18,55.84,60.92,60.8,79.37,67.62,53.51,83.79,86.74,90.94,87.51,76.58
danielsville,77.3,8,georgia,13.2,13.32,13.4,14.87,15.48,190.38,95.69,168.82,14.26,17.01,11.23,21.46
dawson,77.4,8,georgia,17.88,31.12,24.5,20.59,21.21,23.74,25.34,22.18,22.35,24.58,30.69,31.36
dawsonville,85.3,12,georgia,38.08,35.63,31.87,37.12,49.65,58.41,43.56,47.56,38.23,39.94,37.87,41.83
decatur,99.4,17,georgia,87.36,90.25,94.01,96.95,182.54,164.98,157.34,165.7,171.73,124.17,110.35,105.24
douglas,93.4,9,georgia,26.22,29.44,27.7,29.73,26.02,39.28,39.59,46.85,36.97,41,40.26,32.75
douglasville,98.5,17,georgia,116.21,115.22,112.95,95.81,93.43,96.27,98.58,99.74,104.9,143.69,135.09,135.54
dublin,86,10,georgia,54.96,49.74,60.13,53.15,58.64,62.82,59.07,59.84,89.29,64.11,82.12,85.8
duluth,99.7,23,georgia,99.42,102.61,113.53,170,167.09,106.5,105.89,109.22,102.91,104.56,134.67,129.22
east-dublin,42.8,9,georgia,5.11,5.54,8.19,34.34,33.46,10.82,33.65,8.92,7.31,76.65,24.08,15.16
eastman,77.2,8,georgia,14.7,14.5,11.77,12.92,8.42,31.08,24.23,25.7,87.94,14.73,12.14,20.26
eatonton,87.3,11,georgia,92.44,94.64,94.8,94.69,94.95,95.99,95.94,60.5,61.2,91.13,65.61,83.97
elberton,78.7,8,georgia,30.75,31.39,39.77,28.98,30.3,31.31,46.21,79.68,81.16,46.27,37.52,86.68
ellenwood,99.5,13,georgia,51.17,56.65,48.85,53.82,54.18,104.95,106.93,105.2,48.75,87.42,171.51,170.6
ellijay,87.6,10,georgia,37.01,38.52,44.15,38.07,35.03,38.42,37.27,32.33,37.93,44.38,30,36.77
evans,99,11,georgia,78.82,80.59,98.12,101.63,229.15,166.98,181.21,159.54,154.95,105.51,110.12,107.28
fairburn,96.8,11,georgia,54.21,89.94,98.43,140.67,174.97,134.4,140.14,125.91,112.85,86.16,90.6,117.02
fayetteville,99.5,16,georgia,152.32,136.24,126.93,115.98,127.87,111.48,144.06,146.11,164.21,163.91,168.2,168.36
fitzgerald,88.4,6,georgia,25.87,20.89,34.48,47,90.88,102.03,58.31,54.7,38.82,37.72,30.38,41.26
flowery-branch,99.9,12,georgia,63.4,82.62,104.79,142.5,107.22,120.56,128.24,151.18,159.51,132.71,115.8,121.14
folkston,63.8,10,georgia,0,7.65,0,10.32,10.33,25.05,28.49,19.88,32.49,17.55,33.23,23.78
forest-park,98.6,14,georgia,83.81,82.51,77.93,76.28,82.44,66.81,39.68,99.94,86.3,84.17,76.6,63.2
forsyth,44.1,9,georgia,53.86,34.48,16.02,21.92,18.04,20.18,24.67,25.67,21.68,23.76,22.48,28.57
fort-benning,85.3,13,georgia,71.72,89.6,64.43,90.1,84.71,87.93,90.91,102.2,98.36,100.16,100.73,97.51
fort-stewart,91.7,9,georgia,23.96,27.4,28.11,28.4,27.88,82.37,49.63,29.11,28.29,28.06,27.11,28.31
fort-valley,75,14,georgia,27.9,11.39,15.3,16.86,53.56,26.63,30.25,28.02,31.17,16.16,33.57,27.11
franklin,60.7,9,georgia,36.97,18.01,15.85,27.38,25.35,34.3,52.83,25.78,35.06,36.55,44,36.98
gainesville,99.3,18,georgia,61.54,62.12,52.39,71.31,107.38,105.59,104.29,105.04,160.59,124.77,152.09,154.9
glennville,70.1,7,georgia,8.95,8.83,8.96,9.2,19.2,15.47,21.21,10.98,12.27,9.64,15.19,16.27
gray,83.3,11,georgia,18.81,16.54,13.32,22.67,30.29,35.6,19.27,18.81,23.11,30.54,24.8,18.48
grayson,100,12,georgia,147.52,144.68,143.59,149.59,150.25,151.86,140.48,103.06,105.29,155.7,118.45,90.75
greensboro,68.5,10,georgia,73.6,51.61,58.92,60.47,95.74,95.92,96.01,95.6,94.17,93.08,94.51,93.8
griffin,97.8,16,georgia,57.91,65.66,71.55,88.48,71.82,59.27,57.56,57.62,113.36,158.67,162.22,163.74
grovetown,81.9,13,georgia,98.3,104.3,100.33,103.05,105.59,106.31,78.11,108.69,108.94,102.65,76.86,101.68
guyton,99.7,9,georgia,59.22,42.75,63.36,75.14,79.4,81.68,83.8,64.78,26.97,86.04,71.49,93.02
hahira,96.1,9,georgia,5.43,2.54,8.11,51.18,47.01,26.98,47.3,13.35,103.48,23.28,50.95,70.29
hampton,99.1,15,georgia,49.88,59.7,87.62,108.42,64.94,58.21,64.11,80.66,66.46,86.67,119.16,109.99
hartwell,78.5,10,georgia,18.1,17.04,17.67,16.19,19.59,9.87,9.85,39.37,15.47,34.72,27.64,27.93
hawkinsville,79.9,7,georgia,30.9,28.05,64.05,48.35,36.18,76.48,71.21,71.36,95.06,38.76,58.15,30.67
hazlehurst,69.9,6,georgia,62.86,45.56,61.92,67.08,67.25,61.93,28.33,37.21,34.92,101.71,110.32,40.29
hephzibah,98.7,15,georgia,53.71,62.59,71.63,84.66,50.95,98.27,94.95,76.58,81.76,65.23,79.34,95
hinesville,97,13,georgia,73.67,72.86,82.67,90.62,96.32,97.03,95.5,98.3,95.14,101.7,116.19,118.23
hiram,99.3,13,georgia,85.53,82.2,81.25,69.65,107.65,165.05,98.48,69.73,111.64,94.34,133.95,93.03
hogansville,50.3,10,georgia,51.54,154.48,52.98,80.74,102.46,102.25,99.61,105.28,106.71,46.7,55.51,48.58
hoschton,94.4,11,georgia,669.85,692.62,676.78,329.4,318.19,385.45,446.88,643.66,674.25,725.27,703.21,710.81
jackson,76.7,13,georgia,7.78,7.2,12.67,20.71,12.22,14.45,16.58,15.16,13.59,46.9,28.97,40.42
jasper,91.6,12,georgia,27.17,24.56,32.61,28.04,80.06,84.84,28.94,38.29,38.62,31.24,26.81,30.45
jefferson,85.8,9,georgia,19.92,23.28,22.7,38.93,48.07,47.61,25.02,38.4,47.1,25.65,25.64,28.73
jesup,81.6,12,georgia,36.86,71.01,53.91,48.16,120.44,62.4,59.44,92.74,137.75,143.74,91.62,93.24
jonesboro,99.9,18,georgia,70.6,84.01,57.85,61.82,68.47,58.22,30.06,31.14,26.3,29.17,57.93,46.4
kathleen,100,13,georgia,27.82,42.12,36.43,148.31,30.99,32.88,34.3,30.06,40.9,24.4,40.2,65.27
kennesaw,98.3,21,georgia,89.5,109.49,110.64,110.12,106.01,123.98,164.79,108.78,84.68,123.08,130.07,128.37
kingsland,100,10,georgia,44.89,37.61,40.28,44.13,55.76,47.59,49.84,101.76,101.98,50.76,70.37,47.85
kingston,79.8,10,georgia,1.2,4.36,3.4,5.56,6.63,13.59,3.65,7.87,1.73,8.17,26.7,0.57
la-fayette,92.3,11,georgia,70.54,63.63,76.46,86.86,76.62,95.87,87.78,85.61,84.02,100.18,100.71,67.42
lagrange,97.3,13,georgia,56.46,60.35,61.38,61.2,68.74,62.04,75.31,89.14,153.91,83.68,100.37,96.33
lake-park,10.4,9,georgia,26.91,35.68,33.12,14.08,12.94,15.63,17.64,16.65,17.58,9.3,32.67,39.85
lawrenceville,99,20,georgia,76.03,77.15,100.5,97.02,106.82,157.34,107.34,103.56,105.22,124.79,118.01,124.7
leesburg,93.3,14,georgia,52.92,57.56,63.57,68.08,68.45,71.27,66.66,112.76,73.61,78.36,83.19,74.38
lilburn,99.7,12,georgia,74.13,54.52,76.67,69.7,74.13,78,77.84,83.67,85.03,87.07,92.05,91.84
lithia-springs,96.9,15,georgia,74.04,27.7,37.62,90.64,118.64,88.5,56.17,52.3,79.89,41.52,32.28,117.71
lithonia,99.4,12,georgia,60.52,67.99,73.17,65.97,81.88,92.38,113.36,107.56,143.68,138.58,123.61,139.86
lizella,100,12,georgia,39.34,17.05,58.19,74.29,60.83,33.22,64.4,66.3,26.42,48.01,47.01,26.58
locust-grove,96.8,16,georgia,60.07,72.35,62.5,66.89,85.74,104.35,103.93,98.4,96.04,119.85,91.67,83.1
loganville,99.4,13,georgia,164.12,106.73,110.37,120.93,102.59,100.03,105.28,139.05,64.63,145.31,137.65,115.49
ludowici,85.6,10,georgia,42.61,58.31,52.36,46.93,89.34,46.43,38.1,41.01,23.23,37.28,21.61,66.23
lula,78.1,10,georgia,80.6,124.39,7.32,101.11,78.81,108.16,67.55,100.85,96.07,106.66,107.69,100.91
lyons,13.6,10,georgia,22.44,19.79,20.62,18.11,17.96,23.28,23.25,23.32,23.37,98.69,59.35,40.2
mableton,99.2,16,georgia,76.26,87.58,104.07,95.64,94.56,64.89,91.91,96.26,94.37,52.16,56.87,57.21
macon,94.1,22,georgia,56.32,72.08,71.67,62.06,70.01,75.15,65.33,63.11,77.49,66.27,74.39,72.86
madison,53.9,9,georgia,24.25,29.66,22.51,15.12,30.78,40.89,10.93,9.43,30.45,38.95,33.76,67.95
marietta,97.7,23,georgia,83.3,85.02,94.37,102.17,104.08,108.15,106.06,101.21,107.49,118.42,120.55,122.44
mc-rae,84.7,8,georgia,0,0,0,0,0,0,0,0,0,0,0,0
mcdonough,99.9,19,georgia,58.94,61.59,64.24,90.81,97.93,103.07,93.69,66.5,60.48,24,23.64,103.71
metter,100,9,georgia,46.29,34.25,34.81,51.74,50.3,47.29,40.84,39.26,43.92,55.24,41.16,39.62
midland,99.1,13,georgia,47.13,47.72,102.21,27.39,188.31,89.69,89.72,77.18,88.38,102.31,90.77,89.92
midway,90.1,11,georgia,110.5,50.3,104.22,30.19,62.64,52.6,50.46,43.31,12.64,89.81,45.74,31.63
milledgeville,93.8,10,georgia,49.44,49.73,41.42,60.56,61.87,69.21,71.7,65.38,75.77,105.3,111.96,107.62
monroe,81.2,11,georgia,59.68,42.4,24.44,27.52,48.6,48.68,36.25,25.8,36.61,32.94,37.31,43.36
monticello,63.7,8,georgia,26.72,27.02,28.35,28.7,28.7,28.12,27.62,26.6,26.93,27.24,28.05,27.24
morrow,97.4,16,georgia,65.36,62.08,68.59,77.98,75.63,85.42,54.83,60.44,64.55,77.13,121.91,73.95
moultrie,91.8,8,georgia,22.82,19.9,20.7,24.03,19.63,24.38,23.87,21.04,24.06,25.6,39.64,34.74
nashville,77.2,7,georgia,17.14,20.94,14.63,19.47,23.91,23.67,25.26,22.25,13.91,15.51,25.1,18.28
newnan,99.5,20,georgia,86.68,74.13,87.08,97.98,107.5,108.46,109.08,118.92,116.11,124.66,93.37,119.79
norcross,98.3,23,georgia,85.25,83.16,84.04,89.58,100.3,100.85,105.78,108.42,105.64,109.45,106.87,88.95
oxford,99.4,11,georgia,101.34,87.24,82.14,878.07,85.62,99.48,492.02,85.94,43.19,196.47,87.48,121.63
palmetto,87.3,12,georgia,53.55,39.06,45.76,110.61,69.42,89.95,101.34,225.01,120.98,87.1,80.71,236.17
peachtree-city,98.2,19,georgia,80.05,83.51,106.19,90.24,69.79,76.36,105.89,87.22,102.73,116.78,123.91,113.68
pelham,59.6,9,georgia,12.89,102.5,85.56,34.12,13.12,12.25,10.69,21.05,110.28,11.17,18.94,22
perry,96.8,12,georgia,21,16.1,18.58,21.99,22.01,22.63,19.31,20.1,21.94,24.7,24,21.63
pooler,96.1,13,georgia,86.93,64.57,81.31,91.5,96.41,98.58,112.72,114.47,138.86,117.51,135.67,123.9
powder-springs,100,14,georgia,91.2,93.46,98.47,87.77,74.15,68.04,107.98,86.27,21.36,41.83,140.44,28.39
quitman,83.8,10,georgia,14.29,2.6,23.66,99.92,36.76,19.21,7.86,131.3,13.48,51.99,7.32,15.76
reidsville,70.8,7,georgia,83.78,77.94,40.25,30.45,84.69,114.83,85.87,202.11,60.15,59.33,46.41,64.42
rex,100,12,georgia,83.61,77.68,99.76,102.1,78.06,104.75,107.08,107.15,139.65,130.73,120.69,137.51
richmond-hill,96.1,14,georgia,83.62,85.73,83.42,79.83,100.39,100.92,99.84,99.18,97.46,123.09,96.8,71.56
rincon,94.5,10,georgia,64.57,69.53,67.27,78.29,98.79,104.3,92.06,96.56,86.54,95.39,80.35,76.74
ringgold,99.2,14,georgia,59,55.6,75.92,83.79,78.33,74.86,81.62,91.25,78.81,84.65,94.43,92.97
riverdale,99.3,12,georgia,58.57,79.37,81.61,80.48,109.46,99.34,67.56,61.43,78.23,142.51,68.45,85.22
rockmart,93.4,12,georgia,60.57,53.21,103.94,60.03,62.23,62.1,92.72,59.61,60.96,75.47,75.5,59.19
rocky-face,99.2,11,georgia,38.41,30.86,25.34,16.61,103.1,100.28,67.49,32.03,63.37,58.3,24.3,13.31
rome,95.2,12,georgia,72.29,61.57,84.46,86.81,97.26,102.01,108.06,109.07,85.81,85.38,86.08,85.53
rossville,99.4,12,georgia,79.43,81.05,74.62,65.6,94.87,88.66,95.14,91.99,87.42,104.21,108.36,111.34
roswell,100,21,georgia,88.17,85.78,91.12,86.76,106.06,148.12,113.71,106.07,130.27,129.12,124.49,154.18
royston,42.8,12,georgia,6.77,6.7,15.37,27.17,12.66,8.81,12.72,14.94,6.92,44.99,12.56,9.59
saint-marys,99.8,12,georgia,65.85,71.61,75.46,78.69,37.59,28.67,44.05,47.99,37.04,32.94,83.23,81.17
saint-simons-island,98.6,12,georgia,48.83,66.7,55.46,48.9,72.7,69.05,79.57,67.39,74.26,82.75,93.02,94.74
sandersville,79,10,georgia,32.07,59.05,51.83,29.02,12.27,52.24,30.05,41.02,33.25,40.18,32.58,29.83
savannah,96.3,22,georgia,70.25,71.97,76.18,92.79,100.89,101,90.77,89.57,101.88,138.37,121.99,110.89
senoia,91.8,11,georgia,66.58,137.26,61.27,98.72,68.49,115.87,113.3,90.46,101.37,101.55,123.05,98.05
sharpsburg,99.9,14,georgia,60.29,63.05,46.66,90.07,102.01,100.21,99.26,128.8,124.32,127.13,136.65,94.49
smyrna,99.8,20,georgia,107.97,107.5,104.42,107.48,97.92,107.17,106.84,90,117.17,128.79,149.77,145.51
snellville,99.6,16,georgia,287.17,82.08,148.27,112.99,307.36,149.8,137.54,140.22,107.73,211.96,199.36,218.74
social-circle,87,10,georgia,5.24,9.23,4.25,7.14,6.29,4.4,15.2,1.63,6.22,233.96,15.88,15.85
sparta,8.5,9,georgia,31.68,23.81,34.38,28.66,19.74,29.22,32.45,25,25.8,31.74,18.57,28.87
springfield,89.3,9,georgia,7.43,53.3,54.08,0,19.15,16.11,10.11,7.65,6.23,9.51,11.62,7.61
statesboro,99.6,15,georgia,48.45,61.77,64.38,76.6,94.01,92.57,91.92,90.6,89.6,77.19,77.71,77.74
statham,99.5,9,georgia,66.67,52.4,102.96,115.03,115.17,96.53,63.07,116.02,120.97,120.98,120.96,120.97
stockbridge,99.8,13,georgia,63.11,64.14,64.1,67.99,96.57,92.28,91.19,99.05,91.18,91.09,91.28,91.24
stone-mountain,99.4,17,georgia,52.67,59.44,68.74,98.65,99.27,102.75,99.69,103.85,105.7,113.49,111.46,109.81
summerville,90.4,10,georgia,55.64,53.44,60.85,62.3,61.22,60.02,61.05,51.48,42.89,57.07,93.86,104.08
suwanee,99.9,18,georgia,89.63,92.59,98.52,106.59,103.18,105.7,115.35,114.99,152.92,128.91,142.76,138.36
swainsboro,92.3,10,georgia,29.92,31.87,41.63,37.07,11.92,18.24,26.62,36.01,62.94,45.8,41.47,69.09
sylvania,98.4,7,georgia,33.25,27.06,26.46,26.22,84.38,70.72,104.76,104.08,60.47,55.88,70.41,142.41
sylvester,86.5,8,georgia,16.16,13.6,13.36,10.88,15.58,14.75,79.2,15.07,14.78,317.24,15.22,102.94
temple,93,11,georgia,27.2,58.2,62.25,50.41,47.89,70.38,49.59,56.49,68.99,58.95,118.2,87.07
thomaston,96.8,8,georgia,53.53,72.05,60.74,109.25,84.25,61.62,68.23,112.53,105.62,106.64,88.65,99.43
thomasville,94.6,10,georgia,32.07,33.62,46.27,58.19,101.94,98.96,112.14,113.84,53.35,52.89,52.73,55.39
thomson,92.1,10,georgia,63.45,33.98,35.4,53.42,43.6,66.64,63.75,11.34,27.41,16.99,43.83,73.39
tifton,88.7,11,georgia,80.55,82.98,103.52,77.24,76.4,50.07,49.83,34.09,69.64,96.85,93,100.01
toccoa,89,9,georgia,33.02,25.63,30.43,39.76,44.6,40.79,45.6,45.91,46.21,88.49,89.48,89.47
trenton,81.1,10,georgia,71.58,52.9,60.31,55.19,48.85,47.48,66.57,59.45,55.99,77.7,62.95,153.99
tucker,99.8,17,georgia,55.06,67.59,81.8,79.24,33.14,79.14,72.27,81.42,95.88,90.12,97.77,125.64
tunnel-hill,98.8,10,georgia,20.11,49.94,60.6,98.29,75.77,54.2,98.64,77.05,74.06,107.48,101.55,66.98
tyrone,98.9,11,georgia,85.25,41.67,79.63,74.22,66.89,127.29,85.66,81.11,84.3,83.62,73.53,82.7
union-city,95.5,12,georgia,61.76,72.23,57.55,90.69,99.72,99.48,100.51,46.41,93.65,59.14,81.5,90.34
valdosta,93.9,15,georgia,84.32,76.79,91.16,88.25,116.65,164.33,184.63,164.33,118.05,90.28,81.17,111.45
vidalia,51.3,11,georgia,25.9,22.75,30.89,25.65,23.04,39.04,21.17,14.73,21.4,24.7,19.98,36.49
villa-rica,98.8,14,georgia,83.46,74.45,74.57,105.46,175.94,195.76,117.3,107.5,69.07,97.76,129.89,114.57
warner-robins,97.5,15,georgia,66.87,83.45,77,88.57,113.62,115.55,102.3,44.31,57.29,51.69,99.16,119.69
watkinsville,87.4,12,georgia,88.2,46.47,60.67,96.5,61.85,60.98,42.84,68.68,58.38,93.61,60.6,58.58
waycross,88.4,10,georgia,49.66,35.46,42.54,38.25,38.82,37.36,81.35,97.93,98.13,63.87,74.56,71.13
waynesboro,85.5,10,georgia,71.77,60.02,57.66,66.78,56.02,58.61,73.45,101.72,86.89,69.25,72.77,85.84
winder,99.1,9,georgia,102.84,102.21,105.08,104.89,168.3,128.49,87.42,161.3,157.26,140.79,161.75,164.56
winston,100,11,georgia,97.45,10.09,76.39,88.78,88.86,94.74,151.83,18.17,27.86,24.25,1.66,24.19
woodstock,99.7,18,georgia,117.23,126.37,143.75,224.1,94.84,103.38,189.75,404.16,220.89,334.89,381.42,341.47
aiea,99.7,13,hawaii,50.4,35.68,68.73,63.43,88.48,75.07,80.19,59.88,61.97,69.7,60.72,75.65
captain-cook,85.5,11,hawaii,7.54,7.88,21.86,6.49,7.69,32.97,32.16,32.78,12.87,8.17,17.27,7.77
ewa-beach,98.9,13,hawaii,71.14,69.8,73.93,69.91,73.84,69.43,64.87,64.02,68.73,73.35,66.75,80.49
haiku,87.7,10,hawaii,45.19,57.9,55.33,85.94,100.47,97.96,81.95,61.93,145.04,74.56,44.93,67.02
haleiwa,99.5,10,hawaii,84.76,80.73,55.05,82.93,84.3,76.71,76.92,63.61,95.23,110.69,119.69,85.4
hauula,99.7,9,hawaii,31.66,79.43,71.92,74.42,29.88,47.68,102.83,34.98,48.5,0,24.5,6.4
hilo,97.4,12,hawaii,52.7,61.32,71.17,63.71,63.25,62.29,62.86,64.14,52.33,55.02,64.07,89.24
honokaa,87.7,8,hawaii,95.64,0,52.08,42.03,61.36,12.87,37.06,6.15,25.81,42.27,131.53,49.23
honolulu,99.1,18,hawaii,56.67,56.66,55.81,58.08,58.3,70.54,69.4,59.34,59.81,60.41,62.41,60.56
kahului,99.9,13,hawaii,49.87,59.02,48.66,54.68,55.44,55.77,59.58,59.21,52.71,79.78,54.6,51.25
kailua,99.4,14,hawaii,48.13,67.95,55.29,54.37,64.76,88.81,69.52,68.02,50.25,83.27,77.17,63.22
kailua-kona,99.3,12,hawaii,116.53,112.38,80.68,97.09,109.21,103.35,109.06,114.13,122.77,133.31,137.33,104.61
kalaheo,98.7,8,hawaii,48.79,48.19,51.5,71.35,81.61,69.52,74.36,47.38,55.71,49.8,65.76,46.29
kamuela,91.6,12,hawaii,23.06,23.86,27.02,32.83,25.55,57.61,23.01,17.37,23.13,27.89,25.45,26.26
kaneohe,99.8,11,hawaii,56.45,61.95,75.78,66.31,66.94,65.15,72.7,62.03,74.81,74.52,62.3,72.08
kapaa,99.7,9,hawaii,63.31,52.08,46.42,59.85,58.59,65.33,66.34,61.2,60.54,56.62,59.58,68.41
kapolei,99.4,14,hawaii,62.06,72.69,56.98,68.83,70.15,80.11,83.36,55.9,73.88,80.49,89.99,91.23
kaunakakai,56.9,10,hawaii,13.86,15.45,55.84,59.65,53.33,52.6,52.73,53.14,60.19,54.41,50.12,56.4
keaau,81.6,10,hawaii,23.22,39.32,36.37,54.53,52.17,44.86,36,54.54,27.76,40.21,39.64,52.9
kealakekua,96.2,9,hawaii,7.49,7.38,13.68,77.65,44.2,30.1,23.58,35.69,18.89,14.98,77.67,0.3
kihei,99.3,12,hawaii,41,38.4,50.74,37.86,37.84,37.89,46.11,37.3,42.67,57.2,87.93,100.18
kilauea,97.2,7,hawaii,42.04,48.57,53.73,29.14,46.28,25.64,45.6,22.38,52.21,50.01,50.3,79.69
koloa,97.6,8,hawaii,65.83,69.39,52.98,67.47,74.57,76.8,74.44,66.61,61.73,56.51,82.74,62.44
kula,96.6,12,hawaii,75.97,65.03,74.25,45.51,67.2,54.14,60.24,53.28,53.03,51.4,57,62.34
lahaina,97.5,12,hawaii,60.29,45,48.37,43.96,51.36,47.89,66.29,56.82,72.99,55.44,55.59,53.4
laie,99.1,11,hawaii,20.55,26.2,26.81,51.25,49.39,46.8,46.52,33.44,76.14,45.58,44.36,60.04
lihue,98.3,10,hawaii,66.84,72.4,56.96,71.09,64.34,62.43,84.96,103.11,62.19,45.69,35.83,78.97
makawao,97.9,11,hawaii,55.11,47.64,56.25,53.34,52.49,52.99,44.62,52.66,51.36,62.45,55.86,53.85
mililani,99.5,12,hawaii,85,82.29,67.71,65.06,84.07,100.89,73.63,76.76,71.65,63.47,79.8,69.74
mountain-view,50.6,9,hawaii,13.14,3.16,0.19,0,0,4.1,5.6,0,0,0,21.24,0
ocean-view,8.9,8,hawaii,14.88,16.04,13.32,6.45,13.8,10.48,9.14,10.01,10.17,13.89,17.74,10.72
pahoa,66.7,10,hawaii,22.52,17.46,14.38,7.24,23.9,29.15,24.53,13.38,24.52,11.92,47.34,62.23
pearl-city,99.5,13,hawaii,73.74,86.76,81.56,71.17,69.82,91.59,84.39,68.15,86.6,73.39,64.37,81.22
wahiawa,94.2,12,hawaii,65.13,78.28,89.93,77.52,87.64,90.31,50.09,82.74,93.94,87.32,104.97,105.82
waialua,98.3,10,hawaii,54.79,84.25,26.99,72.18,70.35,60.9,34.81,85.02,76.26,71.12,159.16,69.28
waianae,99.2,12,hawaii,65.7,72.98,91.7,55.4,65.46,61.05,70.76,73.57,80.6,60.39,52.66,61.06
waikoloa,97.6,10,hawaii,133.12,124.96,125.2,127.86,128.61,130.53,131.61,133.17,132.55,135.92,136.57,138.76
wailuku,99.2,15,hawaii,74.21,56.12,40.84,67.19,30.58,22.44,22.34,38.73,56.98,57.7,55.23,59.96
waimanalo,98.7,11,hawaii,51.45,75.1,59.28,9.32,45.9,31.08,23.29,15.26,9.24,79.77,70.88,134.52
waipahu,99.4,13,hawaii,58.7,48.82,53.39,50.57,50.91,44.91,60.03,91.59,75.03,55.73,53.96,68.77
american-falls,87.7,13,idaho,3.75,3.23,9.69,9.65,11.78,4.88,4.92,2.65,8.4,9.05,14.27,15.62
athol,43.6,13,idaho,6.09,5.98,7.5,6.47,17.21,9.84,8.33,19.85,87.19,33.27,14.16,17.95
blackfoot,82.4,13,idaho,16.36,18.77,25.46,20.58,32.36,20.44,19.57,30.86,27.63,20.36,18.94,22.07
boise,99,26,idaho,62.56,67.35,71.51,75.59,86.07,103.32,97.95,104.18,103.13,68.81,63.57,65.71
bonners-ferry,39.6,10,idaho,4.09,4.03,2.8,5.75,4.47,11.73,4.77,13.6,14.64,5.43,9.33,5.4
buhl,59.6,14,idaho,6.05,5.79,5.2,13.22,8.93,6.92,12.93,6.27,9.93,8.8,8.81,7.84
burley,78.2,16,idaho,13.32,22.05,13.3,15.87,12.33,9.09,11.48,28.78,19.23,27.08,35.35,34.07
caldwell,87.1,19,idaho,74.22,81.22,60.99,55.51,89.16,91.6,68.34,84.98,47.71,94.52,22.28,29.5
coeur-d-alene,95,20,idaho,62.18,67.97,79.63,88.88,96.87,97.65,95.51,90.75,87.3,92.99,98.87,95.54
eagle,98.4,19,idaho,70.61,80.62,87.47,77.61,99.03,99.97,72.12,77.46,76.7,84.87,77.08,88.97
emmett,80.5,16,idaho,50.25,47.08,68.87,52.35,54.78,12.63,11.79,22.91,5.86,14.79,12.76,11.95
filer,96.2,15,idaho,29.62,52.22,18.33,142.51,76.71,41.13,23.92,26.7,211.01,23.63,50.37,69.53
fruitland,86,14,idaho,41.29,66.88,72.49,76.3,191.65,188.3,55.68,49.66,69.91,59.4,61.75,27.4
garden-city,99.8,19,idaho,37.95,40.86,43.1,31.09,55.17,33.62,38.13,34.64,44.15,37.25,39.37,39.16
gooding,65.5,12,idaho,9.45,11.58,13.01,13.06,11.75,25.57,4.37,8.83,3.46,6.48,6.23,45.48
grangeville,0,9,idaho,8.48,3.74,6.03,5.76,5.8,5.52,15.17,5.16,5.45,9.81,12.82,21.8
hailey,94.2,11,idaho,77.67,68.88,66.57,71.46,80.21,81.31,92,87.71,91.19,64.43,69.36,76.99
hayden,91.9,17,idaho,62.83,67.05,83.09,65.79,81.43,87.42,48.88,70.49,56.41,81.22,94,97.87
heyburn,72.1,14,idaho,18.92,4.53,7.69,5.55,6.75,8.93,4.57,18.11,13.52,7.34,7,17.26
homedale,61.3,15,idaho,13.52,18.29,5.65,10.46,5.48,7.76,7.4,15.49,5.84,9.83,5.68,10.3
idaho-falls,93.9,18,idaho,54.5,64.83,62.78,79.18,67.4,62.83,69.06,53.95,64.8,87.28,124.45,120.33
jerome,73.5,15,idaho,48.39,45.66,59.59,60.85,48.44,52.34,65.6,60.26,66.44,77.94,87.48,88.27
kamiah,0,9,idaho,3.32,9.95,3.58,9.31,2.83,11.25,38.17,7.11,32.28,37.81,43.2,13.6
ketchum,75.1,11,idaho,51.14,75.05,84.23,88.74,85.73,91.47,92.98,97.41,88.58,85.03,94.69,94.33
kimberly,74.7,15,idaho,31.41,87.02,59.04,73.31,43.08,91.88,92.11,51.81,66.12,70.4,52.14,84.54
kuna,70.6,18,idaho,72.54,72.18,86.38,88.09,85.58,108.18,73.6,99.6,100.92,85.3,33.65,42.03
lewiston,97.1,13,idaho,58.74,59.71,66.19,71.71,84.5,84.32,86.87,85.03,99.96,101.54,88.83,101.82
malad-city,82.4,10,idaho,26.17,24.43,13.15,24.03,28,28.73,21.05,21.54,16.03,16.48,22.67,34.89
mccall,66,9,idaho,38.27,52.4,45.76,57.87,42.03,29.89,52.76,57.98,45.17,21.14,26.78,19.34
meridian,98.5,20,idaho,61.04,64.98,59.13,78.14,88.56,79.44,85.24,98.44,81.23,97.68,70.5,45.68
middleton,88.1,16,idaho,42.33,99.18,100.92,106.05,61.53,75.24,77.64,54.41,66.11,75.91,105.57,9.18
moscow,95.8,14,idaho,49.76,62.07,88.29,102.74,83.49,92.87,100.08,85.66,90.51,65.14,71,58.55
mountain-home,86.8,12,idaho,31.58,43.73,56.78,45.93,51.63,60.85,46.88,64.41,47.15,51.13,53.48,68.84
nampa,94.8,19,idaho,58.44,84.11,71.57,78.82,79.33,96.59,72.64,96.51,71.61,90.56,89.09,37.73
new-plymouth,53.7,15,idaho,5.62,6.49,5.14,10.58,5.55,30.96,12.29,131.86,18.87,16.63,13.43,35.09
